region,sector,Year,co2.emiss,scenario
JS,trn_freight_road,2025,4.561846577,GCAM-China-ref
JX,trn_freight_road,2025,3.152153553,GCAM-China-ref
LN,trn_freight_road,2025,5.22713486,GCAM-China-ref
NM,trn_freight_road,2025,2.2983896,GCAM-China-ref
NX,trn_freight_road,2025,0.883381104,GCAM-China-ref
QH,trn_freight_road,2025,0.677932278,GCAM-China-ref
SC,trn_freight_road,2025,2.163635664,GCAM-China-ref
SD,trn_freight_road,2025,7.877882207,GCAM-China-ref
SH,trn_freight_road,2025,1.834012951,GCAM-China-ref
SN,trn_freight_road,2025,3.198327828,GCAM-China-ref
SX,trn_freight_road,2025,3.511089013,GCAM-China-ref
TJ,trn_freight_road,2025,1.045236608,GCAM-China-ref
XJ,trn_freight_road,2025,3.116294828,GCAM-China-ref
XZ,trn_freight_road,2025,4.017212985,GCAM-China-ref
YN,trn_freight_road,2025,4.749309588,GCAM-China-ref
ZJ,trn_freight_road,2025,3.567032842,GCAM-China-ref
AH,trn_pass,2025,0.268439458,GCAM-China-ref
BJ,trn_pass,2025,6.084592447,GCAM-China-ref
CQ,trn_pass,2025,0.784637309,GCAM-China-ref
FJ,trn_pass,2025,1.396676725,GCAM-China-ref
GD,trn_pass,2025,3.848894698,GCAM-China-ref
GS,trn_pass,2025,0.140425029,GCAM-China-ref
GX,trn_pass,2025,1.239934062,GCAM-China-ref
GZ,trn_pass,2025,0.507002074,GCAM-China-ref
HA,trn_pass,2025,0.78388486,GCAM-China-ref
HB,trn_pass,2025,0.547711727,GCAM-China-ref
HE,trn_pass,2025,0.28586958,GCAM-China-ref
HI,trn_pass,2025,1.142367155,GCAM-China-ref
HL,trn_pass,2025,0.859436653,GCAM-China-ref
HN,trn_pass,2025,0.650458767,GCAM-China-ref
JL,trn_pass,2025,0.057538186,GCAM-China-ref
JS,trn_pass,2025,1.107929317,GCAM-China-ref
JX,trn_pass,2025,0.103486177,GCAM-China-ref
LN,trn_pass,2025,0.394978532,GCAM-China-ref
NM,trn_pass,2025,0.066660662,GCAM-China-ref
NX,trn_pass,2025,0.024370599,GCAM-China-ref
QH,trn_pass,2025,0.019505001,GCAM-China-ref
SC,trn_pass,2025,2.720692319,GCAM-China-ref
SD,trn_pass,2025,0.260794696,GCAM-China-ref
SH,trn_pass,2025,5.232243932,GCAM-China-ref
SN,trn_pass,2025,0.547145192,GCAM-China-ref
SX,trn_pass,2025,0.369640967,GCAM-China-ref
TJ,trn_pass,2025,0.728789655,GCAM-China-ref
XJ,trn_pass,2025,0.40357252,GCAM-China-ref
XZ,trn_pass,2025,0.104260007,GCAM-China-ref
YN,trn_pass,2025,1.217488671,GCAM-China-ref
ZJ,trn_pass,2025,1.424092476,GCAM-China-ref
AH,trn_pass_road,2025,2.270052255,GCAM-China-ref
BJ,trn_pass_road,2025,0.675794881,GCAM-China-ref
CQ,trn_pass_road,2025,1.850627473,GCAM-China-ref
FJ,trn_pass_road,2025,1.152509832,GCAM-China-ref
GD,trn_pass_road,2025,4.179201585,GCAM-China-ref
GS,trn_pass_road,2025,1.277756487,GCAM-China-ref
GX,trn_pass_road,2025,1.360246204,GCAM-China-ref
GZ,trn_pass_road,2025,1.121540045,GCAM-China-ref
HA,trn_pass_road,2025,2.332386508,GCAM-China-ref
HB,trn_pass_road,2025,1.931047366,GCAM-China-ref
HE,trn_pass_road,2025,1.949012634,GCAM-China-ref
HI,trn_pass_road,2025,0.220478464,GCAM-China-ref
HL,trn_pass_road,2025,0.726893545,GCAM-China-ref
HN,trn_pass_road,2025,1.88209411,GCAM-China-ref
JL,trn_pass_road,2025,0.813570982,GCAM-China-ref
JS,trn_pass_road,2025,2.241674517,GCAM-China-ref
JX,trn_pass_road,2025,1.222643464,GCAM-China-ref
LN,trn_pass_road,2025,2.309721449,GCAM-China-ref
NM,trn_pass_road,2025,1.333026709,GCAM-China-ref
NX,trn_pass_road,2025,0.617922784,GCAM-China-ref
QH,trn_pass_road,2025,0.374623947,GCAM-China-ref
SC,trn_pass_road,2025,1.371440548,GCAM-China-ref
SD,trn_pass_road,2025,3.395527377,GCAM-China-ref
SH,trn_pass_road,2025,0.684918224,GCAM-China-ref
SN,trn_pass_road,2025,1.438184803,GCAM-China-ref
SX,trn_pass_road,2025,2.054841405,GCAM-China-ref
TJ,trn_pass_road,2025,0.574609457,GCAM-China-ref
XJ,trn_pass_road,2025,2.096277451,GCAM-China-ref
XZ,trn_pass_road,2025,1.541301666,GCAM-China-ref
YN,trn_pass_road,2025,1.782251364,GCAM-China-ref
ZJ,trn_pass_road,2025,1.367610005,GCAM-China-ref
AH,trn_pass_road_LDV,2025,0.251434998,GCAM-China-ref
BJ,trn_pass_road_LDV,2025,0.080520901,GCAM-China-ref
CQ,trn_pass_road_LDV,2025,0.097040748,GCAM-China-ref
FJ,trn_pass_road_LDV,2025,0.331079172,GCAM-China-ref
GD,trn_pass_road_LDV,2025,0.751421812,GCAM-China-ref
GS,trn_pass_road_LDV,2025,0.066442174,GCAM-China-ref
GX,trn_pass_road_LDV,2025,0.226883046,GCAM-China-ref
GZ,trn_pass_road_LDV,2025,0.197940305,GCAM-China-ref
HA,trn_pass_road_LDV,2025,0.487928042,GCAM-China-ref
HB,trn_pass_road_LDV,2025,0.721686213,GCAM-China-ref
HE,trn_pass_road_LDV,2025,0.1304515,GCAM-China-ref
HI,trn_pass_road_LDV,2025,0.024810779,GCAM-China-ref
HL,trn_pass_road_LDV,2025,0.445792715,GCAM-China-ref
HN,trn_pass_road_LDV,2025,0.319710343,GCAM-China-ref
JL,trn_pass_road_LDV,2025,0.072676269,GCAM-China-ref
JS,trn_pass_road_LDV,2025,1.067073688,GCAM-China-ref
JX,trn_pass_road_LDV,2025,0.196158993,GCAM-China-ref
LN,trn_pass_road_LDV,2025,0.578912075,GCAM-China-ref
NM,trn_pass_road_LDV,2025,0.243074617,GCAM-China-ref
NX,trn_pass_road_LDV,2025,0.009396512,GCAM-China-ref
QH,trn_pass_road_LDV,2025,0.015799482,GCAM-China-ref
SC,trn_pass_road_LDV,2025,0.372436322,GCAM-China-ref
SD,trn_pass_road_LDV,2025,0.219287649,GCAM-China-ref
SH,trn_pass_road_LDV,2025,0.2346385,GCAM-China-ref
SN,trn_pass_road_LDV,2025,0.173426259,GCAM-China-ref
SX,trn_pass_road_LDV,2025,0.203566475,GCAM-China-ref
TJ,trn_pass_road_LDV,2025,0.067055658,GCAM-China-ref
XJ,trn_pass_road_LDV,2025,0.203109751,GCAM-China-ref
XZ,trn_pass_road_LDV,2025,0.082479726,GCAM-China-ref
YN,trn_pass_road_LDV,2025,0.295365005,GCAM-China-ref
ZJ,trn_pass_road_LDV,2025,0.740291044,GCAM-China-ref
AH,trn_pass_road_LDV_4W,2025,0.96407324,GCAM-China-ref
BJ,trn_pass_road_LDV_4W,2025,0.289372549,GCAM-China-ref
CQ,trn_pass_road_LDV_4W,2025,0.333090168,GCAM-China-ref
FJ,trn_pass_road_LDV_4W,2025,1.178735565,GCAM-China-ref
GD,trn_pass_road_LDV_4W,2025,2.640568556,GCAM-China-ref
GS,trn_pass_road_LDV_4W,2025,0.238076084,GCAM-China-ref
GX,trn_pass_road_LDV_4W,2025,0.807397227,GCAM-China-ref
GZ,trn_pass_road_LDV_4W,2025,0.820848202,GCAM-China-ref
HA,trn_pass_road_LDV_4W,2025,1.710981985,GCAM-China-ref
HB,trn_pass_road_LDV_4W,2025,2.506883571,GCAM-China-ref
HE,trn_pass_road_LDV_4W,2025,0.478493483,GCAM-China-ref
HI,trn_pass_road_LDV_4W,2025,0.095970782,GCAM-China-ref
HL,trn_pass_road_LDV_4W,2025,1.470969842,GCAM-China-ref
HN,trn_pass_road_LDV_4W,2025,1.108504668,GCAM-China-ref
JL,trn_pass_road_LDV_4W,2025,0.238728479,GCAM-China-ref
JS,trn_pass_road_LDV_4W,2025,3.508095273,GCAM-China-ref
JX,trn_pass_road_LDV_4W,2025,0.70739972,GCAM-China-ref
LN,trn_pass_road_LDV_4W,2025,1.893013488,GCAM-China-ref
NM,trn_pass_road_LDV_4W,2025,0.818273107,GCAM-China-ref
NX,trn_pass_road_LDV_4W,2025,0.033528089,GCAM-China-ref
QH,trn_pass_road_LDV_4W,2025,0.054157954,GCAM-China-ref
SC,trn_pass_road_LDV_4W,2025,1.396879853,GCAM-China-ref
SD,trn_pass_road_LDV_4W,2025,0.771103948,GCAM-China-ref
SH,trn_pass_road_LDV_4W,2025,0.778780539,GCAM-China-ref
SN,trn_pass_road_LDV_4W,2025,0.660018457,GCAM-China-ref
SX,trn_pass_road_LDV_4W,2025,0.808673055,GCAM-China-ref
TJ,trn_pass_road_LDV_4W,2025,0.214754013,GCAM-China-ref
XJ,trn_pass_road_LDV_4W,2025,0.710944639,GCAM-China-ref
XZ,trn_pass_road_LDV_4W,2025,0.325332818,GCAM-China-ref
YN,trn_pass_road_LDV_4W,2025,1.167666479,GCAM-China-ref
ZJ,trn_pass_road_LDV_4W,2025,2.394357902,GCAM-China-ref
AH,trn_shipping_intl,2025,0.061496674,GCAM-China-ref
BJ,trn_shipping_intl,2025,0.031816277,GCAM-China-ref
CQ,trn_shipping_intl,2025,0.187593936,GCAM-China-ref
FJ,trn_shipping_intl,2025,1.125364451,GCAM-China-ref
GD,trn_shipping_intl,2025,2.900077043,GCAM-China-ref
GS,trn_shipping_intl,2025,0,GCAM-China-ref
GX,trn_shipping_intl,2025,0.232801272,GCAM-China-ref
GZ,trn_shipping_intl,2025,0,GCAM-China-ref
HA,trn_shipping_intl,2025,0.057931356,GCAM-China-ref
HB,trn_shipping_intl,2025,1.51804188,GCAM-China-ref
HE,trn_shipping_intl,2025,0.166108039,GCAM-China-ref
HI,trn_shipping_intl,2025,0.576019043,GCAM-China-ref
HL,trn_shipping_intl,2025,0,GCAM-China-ref
HN,trn_shipping_intl,2025,0.815530708,GCAM-China-ref
JL,trn_shipping_intl,2025,0.079293243,GCAM-China-ref
JS,trn_shipping_intl,2025,1.550654633,GCAM-China-ref
JX,trn_shipping_intl,2025,0.068622294,GCAM-China-ref
LN,trn_shipping_intl,2025,2.83030067,GCAM-China-ref
NM,trn_shipping_intl,2025,0.000953183,GCAM-China-ref
NX,trn_shipping_intl,2025,0,GCAM-China-ref
SD,trn_shipping_intl,2025,3.453431572,GCAM-China-ref
SH,trn_shipping_intl,2025,8.638128149,GCAM-China-ref
SN,trn_shipping_intl,2025,0.172917375,GCAM-China-ref
SX,trn_shipping_intl,2025,0,GCAM-China-ref
TJ,trn_shipping_intl,2025,0.783095111,GCAM-China-ref
XJ,trn_shipping_intl,2025,0,GCAM-China-ref
ZJ,trn_shipping_intl,2025,1.632820086,GCAM-China-ref
AH,agricultural energy use,2030,0.764402249,GCAM-China-ref
BJ,agricultural energy use,2030,0.015021227,GCAM-China-ref
CQ,agricultural energy use,2030,0.085617849,GCAM-China-ref
FJ,agricultural energy use,2030,0.146944758,GCAM-China-ref
GD,agricultural energy use,2030,0.289895232,GCAM-China-ref
GS,agricultural energy use,2030,0.200061555,GCAM-China-ref
GX,agricultural energy use,2030,0.580703924,GCAM-China-ref
GZ,agricultural energy use,2030,0.219132113,GCAM-China-ref
HA,agricultural energy use,2030,1.212756996,GCAM-China-ref
HB,agricultural energy use,2030,0.565908708,GCAM-China-ref
HE,agricultural energy use,2030,0.879613986,GCAM-China-ref
HI,agricultural energy use,2030,0.060566067,GCAM-China-ref
HL,agricultural energy use,2030,0.840272148,GCAM-China-ref
HN,agricultural energy use,2030,0.758671684,GCAM-China-ref
JL,agricultural energy use,2030,0.509694401,GCAM-China-ref
JS,agricultural energy use,2030,0.533381449,GCAM-China-ref
JX,agricultural energy use,2030,0.662231462,GCAM-China-ref
LN,agricultural energy use,2030,0.289231446,GCAM-China-ref
NM,agricultural energy use,2030,0.360714007,GCAM-China-ref
NX,agricultural energy use,2030,0.043649238,GCAM-China-ref
QH,agricultural energy use,2030,0.059804663,GCAM-China-ref
SC,agricultural energy use,2030,0.507578223,GCAM-China-ref
SD,agricultural energy use,2030,1.450283871,GCAM-China-ref
SH,agricultural energy use,2030,0.008889252,GCAM-China-ref
SN,agricultural energy use,2030,0.14790109,GCAM-China-ref
SX,agricultural energy use,2030,0.216899479,GCAM-China-ref
TJ,agricultural energy use,2030,0.048557384,GCAM-China-ref
XJ,agricultural energy use,2030,0.287107131,GCAM-China-ref
XZ,agricultural energy use,2030,0.068783387,GCAM-China-ref
YN,agricultural energy use,2030,0.287915636,GCAM-China-ref
ZJ,agricultural energy use,2030,0.187102574,GCAM-China-ref
AH,airCO2,2030,-2.67E-09,GCAM-China-ref
BJ,airCO2,2030,-2.32E-09,GCAM-China-ref
CQ,airCO2,2030,-6.11E-10,GCAM-China-ref
FJ,airCO2,2030,0,GCAM-China-ref
GD,airCO2,2030,0,GCAM-China-ref
GS,airCO2,2030,-9.83E-10,GCAM-China-ref
GX,airCO2,2030,0,GCAM-China-ref
GZ,airCO2,2030,-2.13E-09,GCAM-China-ref
HA,airCO2,2030,-2.38E-09,GCAM-China-ref
HB,airCO2,2030,-1.51E-09,GCAM-China-ref
HE,airCO2,2030,-1.25E-08,GCAM-China-ref
HL,airCO2,2030,-2.89E-09,GCAM-China-ref
HN,airCO2,2030,-7.84E-10,GCAM-China-ref
JL,airCO2,2030,-1.99E-09,GCAM-China-ref
JS,airCO2,2030,-5.98E-09,GCAM-China-ref
JX,airCO2,2030,0,GCAM-China-ref
LN,airCO2,2030,-5.87E-09,GCAM-China-ref
NM,airCO2,2030,-1.01E-08,GCAM-China-ref
NX,airCO2,2030,-1.15E-09,GCAM-China-ref
QH,airCO2,2030,0,GCAM-China-ref
SC,airCO2,2030,-6.28E-10,GCAM-China-ref
SD,airCO2,2030,-1.92E-08,GCAM-China-ref
SH,airCO2,2030,0,GCAM-China-ref
SN,airCO2,2030,-2.78E-09,GCAM-China-ref
SX,airCO2,2030,-2.06E-08,GCAM-China-ref
TJ,airCO2,2030,-3.04E-09,GCAM-China-ref
XJ,airCO2,2030,-1.05E-09,GCAM-China-ref
YN,airCO2,2030,0,GCAM-China-ref
ZJ,airCO2,2030,-1.26E-10,GCAM-China-ref
China,backup_electricity,2030,10.4409,GCAM-China-ref
AH,base load generation,2030,43.1161818,GCAM-China-ref
BJ,base load generation,2030,9.32189937,GCAM-China-ref
CQ,base load generation,2030,9.1645645,GCAM-China-ref
FJ,base load generation,2030,26.65441493,GCAM-China-ref
GD,base load generation,2030,55.65532566,GCAM-China-ref
GS,base load generation,2030,18.66648702,GCAM-China-ref
GX,base load generation,2030,7.659950061,GCAM-China-ref
GZ,base load generation,2030,15.79051193,GCAM-China-ref
HA,base load generation,2030,48.144736,GCAM-China-ref
HB,base load generation,2030,21.37155495,GCAM-China-ref
HE,base load generation,2030,46.86939705,GCAM-China-ref
HI,base load generation,2030,4.46883838,GCAM-China-ref
HL,base load generation,2030,14.71846636,GCAM-China-ref
HN,base load generation,2030,13.76080143,GCAM-China-ref
JL,base load generation,2030,12.40338342,GCAM-China-ref
JS,base load generation,2030,88.43941404,GCAM-China-ref
JX,base load generation,2030,17.92566914,GCAM-China-ref
LN,base load generation,2030,25.03150781,GCAM-China-ref
NM,base load generation,2030,78.08368253,GCAM-China-ref
NX,base load generation,2030,27.14879904,GCAM-China-ref
QH,base load generation,2030,3.864862587,GCAM-China-ref
SC,base load generation,2030,9.42034592,GCAM-China-ref
SD,base load generation,2030,98.15956484,GCAM-China-ref
SH,base load generation,2030,18.29499967,GCAM-China-ref
SN,base load generation,2030,31.94105095,GCAM-China-ref
SX,base load generation,2030,53.2659836,GCAM-China-ref
TJ,base load generation,2030,12.49407838,GCAM-China-ref
XJ,base load generation,2030,54.71403801,GCAM-China-ref
XZ,base load generation,2030,0.000813527,GCAM-China-ref
YN,base load generation,2030,5.994199148,GCAM-China-ref
ZJ,base load generation,2030,50.51731454,GCAM-China-ref
China,biochar,2030,1.20307,GCAM-China-ref
AH,cement,2030,5.63336,GCAM-China-ref
BJ,cement,2030,0.42735294,GCAM-China-ref
CQ,cement,2030,3.63213,GCAM-China-ref
FJ,cement,2030,3.26172,GCAM-China-ref
GD,cement,2030,6.1911824,GCAM-China-ref
GS,cement,2030,2.47533,GCAM-China-ref
GX,cement,2030,4.25449,GCAM-China-ref
GZ,cement,2030,3.88295,GCAM-China-ref
HA,cement,2030,8.52474,GCAM-China-ref
HB,cement,2030,6.5829,GCAM-China-ref
HE,cement,2030,20.5378,GCAM-China-ref
HI,cement,2030,0.193717,GCAM-China-ref
HL,cement,2030,3.18524,GCAM-China-ref
HN,cement,2030,5.79177,GCAM-China-ref
JL,cement,2030,3.61134,GCAM-China-ref
JS,cement,2030,10.1719,GCAM-China-ref
JX,cement,2030,4.06446,GCAM-China-ref
LN,cement,2030,8.50643,GCAM-China-ref
NM,cement,2030,9.64037,GCAM-China-ref
NX,cement,2030,2.15183179,GCAM-China-ref
QH,cement,2030,0.884718,GCAM-China-ref
SC,cement,2030,7.32411,GCAM-China-ref
SD,cement,2030,16.3188,GCAM-China-ref
SH,cement,2030,2.25769,GCAM-China-ref
SN,cement,2030,4.42076,GCAM-China-ref
SX,cement,2030,9.73077,GCAM-China-ref
TJ,cement,2030,3.07875839,GCAM-China-ref
XJ,cement,2030,4.07854821,GCAM-China-ref
XZ,cement,2030,0.116974956,GCAM-China-ref
YN,cement,2030,4.69498,GCAM-China-ref
ZJ,cement,2030,4.0692846,GCAM-China-ref
AH,chemical energy use,2030,1.528699692,GCAM-China-ref
BJ,chemical energy use,2030,0.354176893,GCAM-China-ref
CQ,chemical energy use,2030,1.675216491,GCAM-China-ref
FJ,chemical energy use,2030,0.992191413,GCAM-China-ref
GD,chemical energy use,2030,1.314464644,GCAM-China-ref
GS,chemical energy use,2030,1.966020992,GCAM-China-ref
GX,chemical energy use,2030,0.756298196,GCAM-China-ref
GZ,chemical energy use,2030,1.045771122,GCAM-China-ref
HA,chemical energy use,2030,3.460785729,GCAM-China-ref
HB,chemical energy use,2030,1.822517764,GCAM-China-ref
HE,chemical energy use,2030,4.968599208,GCAM-China-ref
HI,chemical energy use,2030,0.455911469,GCAM-China-ref
HL,chemical energy use,2030,1.45895697,GCAM-China-ref
HN,chemical energy use,2030,0.828886709,GCAM-China-ref
JL,chemical energy use,2030,0.787034209,GCAM-China-ref
JS,chemical energy use,2030,3.182533114,GCAM-China-ref
JX,chemical energy use,2030,1.112988504,GCAM-China-ref
LN,chemical energy use,2030,3.400643804,GCAM-China-ref
NM,chemical energy use,2030,6.99632863,GCAM-China-ref
NX,chemical energy use,2030,1.93621816,GCAM-China-ref
QH,chemical energy use,2030,0.383992514,GCAM-China-ref
SC,chemical energy use,2030,2.670898831,GCAM-China-ref
SD,chemical energy use,2030,8.142540616,GCAM-China-ref
SH,chemical energy use,2030,2.337068198,GCAM-China-ref
SN,chemical energy use,2030,2.678086717,GCAM-China-ref
SX,chemical energy use,2030,2.278453617,GCAM-China-ref
TJ,chemical energy use,2030,0.953959684,GCAM-China-ref
XJ,chemical energy use,2030,5.74313463,GCAM-China-ref
YN,chemical energy use,2030,1.906421749,GCAM-China-ref
ZJ,chemical energy use,2030,0.958429141,GCAM-China-ref
China,coal,2030,59.04073,GCAM-China-ref
AH,coal to liquids,2030,0,GCAM-China-ref
GD,coal to liquids,2030,0.3459507,GCAM-China-ref
HE,coal to liquids,2030,0.001863772,GCAM-China-ref
HL,coal to liquids,2030,0,GCAM-China-ref
NM,coal to liquids,2030,2.16509886,GCAM-China-ref
NX,coal to liquids,2030,0.42697222,GCAM-China-ref
SD,coal to liquids,2030,0.02507261,GCAM-China-ref
SN,coal to liquids,2030,0.62989888,GCAM-China-ref
XJ,coal to liquids,2030,0,GCAM-China-ref
YN,coal to liquids,2030,0.257882408,GCAM-China-ref
AH,coke,2030,7.16153,GCAM-China-ref
BJ,coke,2030,0,GCAM-China-ref
CQ,coke,2030,1.7372048,GCAM-China-ref
FJ,coke,2030,1.717474109,GCAM-China-ref
GD,coke,2030,2.753270546,GCAM-China-ref
GS,coke,2030,3.7983438,GCAM-China-ref
GX,coke,2030,6.5970993,GCAM-China-ref
GZ,coke,2030,5.9021853,GCAM-China-ref
HA,coke,2030,14.512374,GCAM-China-ref
HB,coke,2030,7.018187,GCAM-China-ref
HE,coke,2030,39.158035,GCAM-China-ref
HL,coke,2030,5.0605901,GCAM-China-ref
HN,coke,2030,4.936003,GCAM-China-ref
JL,coke,2030,2.7127702,GCAM-China-ref
JS,coke,2030,18.45807,GCAM-China-ref
JX,coke,2030,9.21044898,GCAM-China-ref
LN,coke,2030,15.239151,GCAM-China-ref
NM,coke,2030,19.42946,GCAM-China-ref
NX,coke,2030,2.4204791,GCAM-China-ref
QH,coke,2030,0,GCAM-China-ref
SC,coke,2030,10.358338,GCAM-China-ref
SD,coke,2030,25.643233,GCAM-China-ref
SH,coke,2030,4.589089152,GCAM-China-ref
SN,coke,2030,7.808767,GCAM-China-ref
SX,coke,2030,23.814803,GCAM-China-ref
TJ,coke,2030,1.4062384,GCAM-China-ref
XJ,coke,2030,5.2792746,GCAM-China-ref
YN,coke,2030,11.3150837,GCAM-China-ref
ZJ,coke,2030,3.27538002,GCAM-China-ref
AH,comm heating,2030,1.278018429,GCAM-China-ref
BJ,comm heating,2030,1.499177015,GCAM-China-ref
CQ,comm heating,2030,1.271172294,GCAM-China-ref
FJ,comm heating,2030,0.20801091,GCAM-China-ref
GD,comm heating,2030,1.4554937,GCAM-China-ref
GS,comm heating,2030,0.524193835,GCAM-China-ref
GX,comm heating,2030,0.10084893,GCAM-China-ref
GZ,comm heating,2030,2.637207872,GCAM-China-ref
HA,comm heating,2030,2.626984335,GCAM-China-ref
HB,comm heating,2030,2.91269261,GCAM-China-ref
HE,comm heating,2030,1.883021648,GCAM-China-ref
HI,comm heating,2030,0.1103991,GCAM-China-ref
HL,comm heating,2030,4.442034834,GCAM-China-ref
HN,comm heating,2030,2.372283631,GCAM-China-ref
JL,comm heating,2030,1.28260813,GCAM-China-ref
JS,comm heating,2030,0.757500721,GCAM-China-ref
JX,comm heating,2030,0.773941828,GCAM-China-ref
LN,comm heating,2030,1.158379979,GCAM-China-ref
NM,comm heating,2030,5.367530269,GCAM-China-ref
NX,comm heating,2030,0.22697636,GCAM-China-ref
QH,comm heating,2030,0.377776984,GCAM-China-ref
SC,comm heating,2030,3.6449335,GCAM-China-ref
SD,comm heating,2030,3.742653903,GCAM-China-ref
SH,comm heating,2030,1.771330749,GCAM-China-ref
SN,comm heating,2030,1.949744056,GCAM-China-ref
SX,comm heating,2030,1.923744533,GCAM-China-ref
TJ,comm heating,2030,1.34908653,GCAM-China-ref
XJ,comm heating,2030,1.62766192,GCAM-China-ref
XZ,comm heating,2030,1.019617035,GCAM-China-ref
YN,comm heating,2030,1.205978805,GCAM-China-ref
ZJ,comm heating,2030,2.008661438,GCAM-China-ref
AH,comm hot water_cooking,2030,0.23007295,GCAM-China-ref
BJ,comm hot water_cooking,2030,0.405978966,GCAM-China-ref
CQ,comm hot water_cooking,2030,0.167397204,GCAM-China-ref
FJ,comm hot water_cooking,2030,0.212413499,GCAM-China-ref
GD,comm hot water_cooking,2030,3.937101847,GCAM-China-ref
GS,comm hot water_cooking,2030,0.118539465,GCAM-China-ref
GX,comm hot water_cooking,2030,0.96692062,GCAM-China-ref
GZ,comm hot water_cooking,2030,2.572055259,GCAM-China-ref
HA,comm hot water_cooking,2030,0.409821384,GCAM-China-ref
